Column1,Scene,Listener,SII,Column2
Scene S06127 listener L0026 sii 0.6698,S06127,L0026,0.6698,06127
Scene S06127 listener L0028 sii 0.6724,S06127,L0028,0.6724,06127
Scene S06128 listener L0098 sii 0.6949,S06128,L0098,0.6949,06128
Scene S06128 listener L0090 sii 0.6816,S06128,L0090,0.6816,06128
Scene S06128 listener L0063 sii 0.7326,S06128,L0063,0.7326,06128
Scene S06129 listener L0099 sii 0.6139,S06129,L0099,0.6139,06129
Scene S06129 listener L0014 sii 0.5108,S06129,L0014,0.5108,06129
Scene S06129 listener L0011 sii 0.577,S06129,L0011,0.577,06129
Scene S06130 listener L0013 sii 0.6072,S06130,L0013,0.6072,06130
Scene S06130 listener L0034 sii 0.5311,S06130,L0034,0.5311,06130
Scene S06130 listener L0038 sii 0.5426,S06130,L0038,0.5426,06130
Scene S06131 listener L0010 sii 0.4627,S06131,L0010,0.4627,06131
Scene S06131 listener L0064 sii 0.5164,S06131,L0064,0.5164,06131
Scene S06131 listener L0002 sii 0.544,S06131,L0002,0.544,06131
Scene S06132 listener L0015 sii 0.6429,S06132,L0015,0.6429,06132
Scene S06132 listener L0065 sii 0.5958,S06132,L0065,0.5958,06132
Scene S06132 listener L0089 sii 0.5638,S06132,L0089,0.5638,06132
Scene S06133 listener L0083 sii 0.5864,S06133,L0083,0.5864,06133
Scene S06133 listener L0049 sii 0.5135,S06133,L0049,0.5135,06133
Scene S06133 listener L0072 sii 0.5445,S06133,L0072,0.5445,06133
Scene S06134 listener L0078 sii 0.6573,S06134,L0078,0.6573,06134
Scene S06134 listener L0092 sii 0.4713,S06134,L0092,0.4713,06134
Scene S06134 listener L0036 sii 0.5248,S06134,L0036,0.5248,06134
Scene S06135 listener L0069 sii 0.7476,S06135,L0069,0.7476,06135
Scene S06135 listener L0013 sii 0.6848,S06135,L0013,0.6848,06135
Scene S06135 listener L0062 sii 0.6444,S06135,L0062,0.6444,06135
Scene S06136 listener L0038 sii 0.427,S06136,L0038,0.427,06136
Scene S06136 listener L0044 sii 0.4432,S06136,L0044,0.4432,06136
Scene S06136 listener L0092 sii 0.4144,S06136,L0092,0.4144,06136
Scene S06137 listener L0028 sii 0.5786,S06137,L0028,0.5786,06137
Scene S06137 listener L0070 sii 0.5403,S06137,L0070,0.5403,06137
Scene S06137 listener L0032 sii 0.6377,S06137,L0032,0.6377,06137
Scene S06138 listener L0059 sii 0.6878,S06138,L0059,0.6878,06138
Scene S06138 listener L0019 sii 0.6989,S06138,L0019,0.6989,06138
Scene S06138 listener L0011 sii 0.6261,S06138,L0011,0.6261,06138
Scene S06139 listener L0004 sii 0.5913,S06139,L0004,0.5913,06139
Scene S06139 listener L0084 sii 0.5827,S06139,L0084,0.5827,06139
Scene S06139 listener L0072 sii 0.5035,S06139,L0072,0.5035,06139
Scene S06140 listener L0034 sii 0.4397,S06140,L0034,0.4397,06140
Scene S06140 listener L0021 sii 0.5094,S06140,L0021,0.5094,06140
Scene S06140 listener L0080 sii 0.5206,S06140,L0080,0.5206,06140
Scene S06141 listener L0065 sii 0.578,S06141,L0065,0.578,06141
Scene S06141 listener L0042 sii 0.7245,S06141,L0042,0.7245,06141
Scene S06141 listener L0035 sii 0.6513,S06141,L0035,0.6513,06141
Scene S06142 listener L0100 sii 0.4124,S06142,L0100,0.4124,06142
Scene S06142 listener L0008 sii 0.3976,S06142,L0008,0.3976,06142
Scene S06142 listener L0036 sii 0.4237,S06142,L0036,0.4237,06142
Scene S06143 listener L0097 sii 0.5713,S06143,L0097,0.5713,06143
Scene S06143 listener L0024 sii 0.6833,S06143,L0024,0.6833,06143
Scene S06143 listener L0017 sii 0.6665,S06143,L0017,0.6665,06143
Scene S06144 listener L0034 sii 0.5544,S06144,L0034,0.5544,06144
Scene S06144 listener L0073 sii 0.5664,S06144,L0073,0.5664,06144
Scene S06144 listener L0063 sii 0.6744,S06144,L0063,0.6744,06144
Scene S06145 listener L0061 sii 0.3785,S06145,L0061,0.3785,06145
Scene S06145 listener L0086 sii 0.3601,S06145,L0086,0.3601,06145
Scene S06145 listener L0026 sii 0.3296,S06145,L0026,0.3296,06145
Scene S06146 listener L0017 sii 0.6234,S06146,L0017,0.6234,06146
Scene S06146 listener L0094 sii 0.6097,S06146,L0094,0.6097,06146
Scene S06146 listener L0078 sii 0.6341,S06146,L0078,0.6341,06146
Scene S06147 listener L0024 sii 0.6023,S06147,L0024,0.6023,06147
Scene S06147 listener L0090 sii 0.5674,S06147,L0090,0.5674,06147
Scene S06147 listener L0066 sii 0.6881,S06147,L0066,0.6881,06147
Scene S06148 listener L0099 sii 0.5561,S06148,L0099,0.5561,06148
Scene S06148 listener L0069 sii 0.5459,S06148,L0069,0.5459,06148
Scene S06148 listener L0083 sii 0.5526,S06148,L0083,0.5526,06148
Scene S06149 listener L0080 sii 0.6235,S06149,L0080,0.6235,06149
Scene S06149 listener L0055 sii 0.6095,S06149,L0055,0.6095,06149
Scene S06149 listener L0099 sii 0.6629,S06149,L0099,0.6629,06149
Scene S06150 listener L0034 sii 0.4029,S06150,L0034,0.4029,06150
Scene S06150 listener L0086 sii 0.484,S06150,L0086,0.484,06150
Scene S06150 listener L0096 sii 0.4945,S06150,L0096,0.4945,06150
Scene S06151 listener L0038 sii 0.5654,S06151,L0038,0.5654,06151
Scene S06151 listener L0002 sii 0.5535,S06151,L0002,0.5535,06151
Scene S06151 listener L0057 sii 0.576,S06151,L0057,0.576,06151
Scene S06152 listener L0054 sii 0.5291,S06152,L0054,0.5291,06152
Scene S06152 listener L0055 sii 0.5522,S06152,L0055,0.5522,06152
Scene S06152 listener L0005 sii 0.5328,S06152,L0005,0.5328,06152
Scene S06153 listener L0084 sii 0.6093,S06153,L0084,0.6093,06153
Scene S06153 listener L0024 sii 0.5948,S06153,L0024,0.5948,06153
Scene S06153 listener L0042 sii 0.7682,S06153,L0042,0.7682,06153
Scene S06154 listener L0095 sii 0.6984,S06154,L0095,0.6984,06154
Scene S06154 listener L0026 sii 0.6282,S06154,L0026,0.6282,06154
Scene S06154 listener L0063 sii 0.6295,S06154,L0063,0.6295,06154
Scene S06155 listener L0092 sii 0.5525,S06155,L0092,0.5525,06155
Scene S06155 listener L0049 sii 0.5846,S06155,L0049,0.5846,06155
Scene S06155 listener L0076 sii 0.6247,S06155,L0076,0.6247,06155
Scene S06156 listener L0011 sii 0.5614,S06156,L0011,0.5614,06156
Scene S06156 listener L0013 sii 0.5514,S06156,L0013,0.5514,06156
Scene S06156 listener L0083 sii 0.5784,S06156,L0083,0.5784,06156
Scene S06157 listener L0008 sii 0.5401,S06157,L0008,0.5401,06157
Scene S06157 listener L0011 sii 0.5302,S06157,L0011,0.5302,06157
Scene S06157 listener L0038 sii 0.5237,S06157,L0038,0.5237,06157
Scene S06158 listener L0022 sii 0.6005,S06158,L0022,0.6005,06158
Scene S06158 listener L0008 sii 0.5835,S06158,L0008,0.5835,06158
Scene S06158 listener L0051 sii 0.5012,S06158,L0051,0.5012,06158
Scene S06159 listener L0002 sii 0.3349,S06159,L0002,0.3349,06159
Scene S06159 listener L0072 sii 0.2702,S06159,L0072,0.2702,06159
Scene S06159 listener L0056 sii 0.3094,S06159,L0056,0.3094,06159
Scene S06160 listener L0027 sii 0.5094,S06160,L0027,0.5094,06160
Scene S06160 listener L0026 sii 0.4862,S06160,L0026,0.4862,06160
Scene S06160 listener L0073 sii 0.5214,S06160,L0073,0.5214,06160
Scene S06161 listener L0062 sii 0.4982,S06161,L0062,0.4982,06161
Scene S06161 listener L0081 sii 0.4307,S06161,L0081,0.4307,06161
Scene S06161 listener L0063 sii 0.5662,S06161,L0063,0.5662,06161
Scene S06162 listener L0084 sii 0.5348,S06162,L0084,0.5348,06162
Scene S06162 listener L0081 sii 0.47,S06162,L0081,0.47,06162
Scene S06162 listener L0005 sii 0.5132,S06162,L0005,0.5132,06162
Scene S06163 listener L0091 sii 0.6435,S06163,L0091,0.6435,06163
Scene S06163 listener L0014 sii 0.5201,S06163,L0014,0.5201,06163
Scene S06163 listener L0083 sii 0.6621,S06163,L0083,0.6621,06163
Scene S06164 listener L0094 sii 0.474,S06164,L0094,0.474,06164
Scene S06164 listener L0012 sii 0.4448,S06164,L0012,0.4448,06164
Scene S06164 listener L0069 sii 0.4795,S06164,L0069,0.4795,06164
Scene S06165 listener L0035 sii 0.5505,S06165,L0035,0.5505,06165
Scene S06165 listener L0049 sii 0.4947,S06165,L0049,0.4947,06165
Scene S06165 listener L0085 sii 0.627,S06165,L0085,0.627,06165
Scene S06166 listener L0094 sii 0.6544,S06166,L0094,0.6544,06166
Scene S06166 listener L0068 sii 0.5967,S06166,L0068,0.5967,06166
Scene S06166 listener L0077 sii 0.6651,S06166,L0077,0.6651,06166
Scene S06167 listener L0064 sii 0.6799,S06167,L0064,0.6799,06167
Scene S06167 listener L0095 sii 0.6825,S06167,L0095,0.6825,06167
Scene S06167 listener L0093 sii 0.6611,S06167,L0093,0.6611,06167
Scene S06168 listener L0039 sii 0.538,S06168,L0039,0.538,06168
Scene S06168 listener L0003 sii 0.6239,S06168,L0003,0.6239,06168
Scene S06168 listener L0001 sii 0.5691,S06168,L0001,0.5691,06168
Scene S06169 listener L0031 sii 0.5429,S06169,L0031,0.5429,06169
Scene S06169 listener L0051 sii 0.4895,S06169,L0051,0.4895,06169
Scene S06169 listener L0081 sii 0.4974,S06169,L0081,0.4974,06169
Scene S06170 listener L0090 sii 0.6138,S06170,L0090,0.6138,06170
Scene S06170 listener L0042 sii 0.738,S06170,L0042,0.738,06170
Scene S06170 listener L0056 sii 0.5923,S06170,L0056,0.5923,06170
Scene S06171 listener L0011 sii 0.549,S06171,L0011,0.549,06171
Scene S06171 listener L0080 sii 0.5699,S06171,L0080,0.5699,06171
Scene S06171 listener L0044 sii 0.5522,S06171,L0044,0.5522,06171
Scene S06172 listener L0051 sii 0.494,S06172,L0051,0.494,06172
Scene S06172 listener L0067 sii 0.5392,S06172,L0067,0.5392,06172
Scene S06172 listener L0064 sii 0.5348,S06172,L0064,0.5348,06172
Scene S06173 listener L0064 sii 0.588,S06173,L0064,0.588,06173
Scene S06173 listener L0010 sii 0.5942,S06173,L0010,0.5942,06173
Scene S06173 listener L0027 sii 0.6257,S06173,L0027,0.6257,06173
Scene S06174 listener L0100 sii 0.6367,S06174,L0100,0.6367,06174
Scene S06174 listener L0022 sii 0.6341,S06174,L0022,0.6341,06174
Scene S06174 listener L0040 sii 0.6069,S06174,L0040,0.6069,06174
Scene S06175 listener L0048 sii 0.6753,S06175,L0048,0.6753,06175
Scene S06175 listener L0056 sii 0.5796,S06175,L0056,0.5796,06175
Scene S06175 listener L0010 sii 0.553,S06175,L0010,0.553,06175
Scene S06176 listener L0005 sii 0.5174,S06176,L0005,0.5174,06176
Scene S06176 listener L0077 sii 0.5481,S06176,L0077,0.5481,06176
Scene S06176 listener L0068 sii 0.5019,S06176,L0068,0.5019,06176
Scene S06177 listener L0024 sii 0.5959,S06177,L0024,0.5959,06177
Scene S06177 listener L0078 sii 0.6202,S06177,L0078,0.6202,06177
Scene S06177 listener L0095 sii 0.6071,S06177,L0095,0.6071,06177
Scene S06178 listener L0013 sii 0.6641,S06178,L0013,0.6641,06178
Scene S06178 listener L0026 sii 0.587,S06178,L0026,0.587,06178
Scene S06178 listener L0059 sii 0.6332,S06178,L0059,0.6332,06178
Scene S06179 listener L0067 sii 0.5877,S06179,L0067,0.5877,06179
Scene S06179 listener L0005 sii 0.5967,S06179,L0005,0.5967,06179
Scene S06179 listener L0096 sii 0.5763,S06179,L0096,0.5763,06179
Scene S06180 listener L0074 sii 0.5287,S06180,L0074,0.5287,06180
Scene S06180 listener L0064 sii 0.5434,S06180,L0064,0.5434,06180
Scene S06180 listener L0073 sii 0.4751,S06180,L0073,0.4751,06180
Scene S06181 listener L0009 sii 0.637,S06181,L0009,0.637,06181
Scene S06181 listener L0015 sii 0.5828,S06181,L0015,0.5828,06181
Scene S06181 listener L0076 sii 0.5936,S06181,L0076,0.5936,06181
Scene S06182 listener L0026 sii 0.5599,S06182,L0026,0.5599,06182
Scene S06182 listener L0003 sii 0.6686,S06182,L0003,0.6686,06182
Scene S06182 listener L0005 sii 0.5591,S06182,L0005,0.5591,06182
Scene S06183 listener L0094 sii 0.574,S06183,L0094,0.574,06183
Scene S06183 listener L0097 sii 0.4837,S06183,L0097,0.4837,06183
Scene S06183 listener L0022 sii 0.5774,S06183,L0022,0.5774,06183
Scene S06184 listener L0098 sii 0.6337,S06184,L0098,0.6337,06184
Scene S06184 listener L0055 sii 0.7132,S06184,L0055,0.7132,06184
Scene S06184 listener L0017 sii 0.7651,S06184,L0017,0.7651,06184
Scene S06185 listener L0088 sii 0.6186,S06185,L0088,0.6186,06185
Scene S06185 listener L0058 sii 0.566,S06185,L0058,0.566,06185
Scene S06185 listener L0032 sii 0.661,S06185,L0032,0.661,06185
Scene S06186 listener L0064 sii 0.2704,S06186,L0064,0.2704,06186
Scene S06186 listener L0078 sii 0.302,S06186,L0078,0.302,06186
Scene S06186 listener L0019 sii 0.2881,S06186,L0019,0.2881,06186
Scene S06187 listener L0010 sii 0.5915,S06187,L0010,0.5915,06187
Scene S06187 listener L0096 sii 0.6345,S06187,L0096,0.6345,06187
Scene S06187 listener L0074 sii 0.6442,S06187,L0074,0.6442,06187
Scene S06188 listener L0096 sii 0.6145,S06188,L0096,0.6145,06188
Scene S06188 listener L0098 sii 0.5924,S06188,L0098,0.5924,06188
Scene S06188 listener L0057 sii 0.6422,S06188,L0057,0.6422,06188
Scene S06189 listener L0021 sii 0.6582,S06189,L0021,0.6582,06189
Scene S06189 listener L0097 sii 0.5821,S06189,L0097,0.5821,06189
Scene S06189 listener L0049 sii 0.5765,S06189,L0049,0.5765,06189
Scene S06190 listener L0022 sii 0.6327,S06190,L0022,0.6327,06190
Scene S06190 listener L0064 sii 0.5673,S06190,L0064,0.5673,06190
Scene S06190 listener L0049 sii 0.5309,S06190,L0049,0.5309,06190
Scene S06191 listener L0021 sii 0.7476,S06191,L0021,0.7476,06191
Scene S06191 listener L0083 sii 0.7589,S06191,L0083,0.7589,06191
Scene S06191 listener L0032 sii 0.7843,S06191,L0032,0.7843,06191
Scene S06192 listener L0005 sii 0.5487,S06192,L0005,0.5487,06192
Scene S06192 listener L0065 sii 0.5385,S06192,L0065,0.5385,06192
Scene S06192 listener L0071 sii 0.5642,S06192,L0071,0.5642,06192
Scene S06193 listener L0062 sii 0.5962,S06193,L0062,0.5962,06193
Scene S06193 listener L0032 sii 0.6527,S06193,L0032,0.6527,06193
Scene S06193 listener L0073 sii 0.5571,S06193,L0073,0.5571,06193
Scene S06194 listener L0059 sii 0.5665,S06194,L0059,0.5665,06194
Scene S06194 listener L0098 sii 0.5812,S06194,L0098,0.5812,06194
Scene S06194 listener L0012 sii 0.5523,S06194,L0012,0.5523,06194
Scene S06195 listener L0008 sii 0.6036,S06195,L0008,0.6036,06195
Scene S06195 listener L0078 sii 0.7429,S06195,L0078,0.7429,06195
Scene S06195 listener L0042 sii 0.7754,S06195,L0042,0.7754,06195
Scene S06196 listener L0004 sii 0.6208,S06196,L0004,0.6208,06196
Scene S06196 listener L0083 sii 0.6604,S06196,L0083,0.6604,06196
Scene S06196 listener L0090 sii 0.676,S06196,L0090,0.676,06196
Scene S06197 listener L0091 sii 0.605,S06197,L0091,0.605,06197
Scene S06197 listener L0036 sii 0.5869,S06197,L0036,0.5869,06197
Scene S06197 listener L0039 sii 0.5376,S06197,L0039,0.5376,06197
Scene S06198 listener L0014 sii 0.4896,S06198,L0014,0.4896,06198
Scene S06198 listener L0098 sii 0.5813,S06198,L0098,0.5813,06198
Scene S06198 listener L0081 sii 0.5307,S06198,L0081,0.5307,06198
Scene S06199 listener L0084 sii 0.5598,S06199,L0084,0.5598,06199
Scene S06199 listener L0068 sii 0.5004,S06199,L0068,0.5004,06199
Scene S06199 listener L0081 sii 0.5155,S06199,L0081,0.5155,06199
Scene S06200 listener L0053 sii 0.622,S06200,L0053,0.622,06200
Scene S06200 listener L0019 sii 0.7002,S06200,L0019,0.7002,06200
Scene S06200 listener L0024 sii 0.5882,S06200,L0024,0.5882,06200
Scene S06201 listener L0069 sii 0.6721,S06201,L0069,0.6721,06201
Scene S06201 listener L0090 sii 0.628,S06201,L0090,0.628,06201
Scene S06201 listener L0013 sii 0.6341,S06201,L0013,0.6341,06201
Scene S06202 listener L0017 sii 0.6457,S06202,L0017,0.6457,06202
Scene S06202 listener L0068 sii 0.5847,S06202,L0068,0.5847,06202
Scene S06202 listener L0011 sii 0.6684,S06202,L0011,0.6684,06202
Scene S06203 listener L0015 sii 0.6499,S06203,L0015,0.6499,06203
Scene S06203 listener L0068 sii 0.5863,S06203,L0068,0.5863,06203
Scene S06203 listener L0026 sii 0.6038,S06203,L0026,0.6038,06203
Scene S06204 listener L0004 sii 0.4656,S06204,L0004,0.4656,06204
Scene S06204 listener L0072 sii 0.4131,S06204,L0072,0.4131,06204
Scene S06204 listener L0070 sii 0.4435,S06204,L0070,0.4435,06204
Scene S06205 listener L0068 sii 0.4605,S06205,L0068,0.4605,06205
Scene S06205 listener L0004 sii 0.5157,S06205,L0004,0.5157,06205
Scene S06205 listener L0080 sii 0.4605,S06205,L0080,0.4605,06205
Scene S06206 listener L0055 sii 0.5773,S06206,L0055,0.5773,06206
Scene S06206 listener L0042 sii 0.6299,S06206,L0042,0.6299,06206
Scene S06206 listener L0013 sii 0.5514,S06206,L0013,0.5514,06206
Scene S06207 listener L0059 sii 0.7064,S06207,L0059,0.7064,06207
Scene S06207 listener L0012 sii 0.6842,S06207,L0012,0.6842,06207
Scene S06207 listener L0021 sii 0.7553,S06207,L0021,0.7553,06207
Scene S06208 listener L0059 sii 0.5952,S06208,L0059,0.5952,06208
Scene S06208 listener L0004 sii 0.5861,S06208,L0004,0.5861,06208
Scene S06208 listener L0058 sii 0.5691,S06208,L0058,0.5691,06208
Scene S06209 listener L0058 sii 0.5888,S06209,L0058,0.5888,06209
Scene S06209 listener L0029 sii 0.5817,S06209,L0029,0.5817,06209
Scene S06209 listener L0002 sii 0.6353,S06209,L0002,0.6353,06209
Scene S06210 listener L0039 sii 0.3909,S06210,L0039,0.3909,06210
Scene S06210 listener L0061 sii 0.4513,S06210,L0061,0.4513,06210
Scene S06210 listener L0012 sii 0.4347,S06210,L0012,0.4347,06210
Scene S06211 listener L0094 sii 0.6962,S06211,L0094,0.6962,06211
Scene S06211 listener L0024 sii 0.6615,S06211,L0024,0.6615,06211
Scene S06211 listener L0035 sii 0.721,S06211,L0035,0.721,06211
Scene S06212 listener L0001 sii 0.5954,S06212,L0001,0.5954,06212
Scene S06212 listener L0035 sii 0.7015,S06212,L0035,0.7015,06212
Scene S06212 listener L0021 sii 0.6735,S06212,L0021,0.6735,06212
Scene S06213 listener L0001 sii 0.6554,S06213,L0001,0.6554,06213
Scene S06213 listener L0049 sii 0.5668,S06213,L0049,0.5668,06213
Scene S06213 listener L0062 sii 0.6468,S06213,L0062,0.6468,06213
Scene S06214 listener L0004 sii 0.6509,S06214,L0004,0.6509,06214
Scene S06214 listener L0095 sii 0.6836,S06214,L0095,0.6836,06214
Scene S06214 listener L0039 sii 0.5274,S06214,L0039,0.5274,06214
Scene S06215 listener L0024 sii 0.5599,S06215,L0024,0.5599,06215
Scene S06215 listener L0031 sii 0.6267,S06215,L0031,0.6267,06215
Scene S06215 listener L0073 sii 0.5066,S06215,L0073,0.5066,06215
Scene S06216 listener L0019 sii 0.6453,S06216,L0019,0.6453,06216
Scene S06216 listener L0077 sii 0.5729,S06216,L0077,0.5729,06216
Scene S06216 listener L0058 sii 0.5606,S06216,L0058,0.5606,06216
Scene S06217 listener L0044 sii 0.5643,S06217,L0044,0.5643,06217
Scene S06217 listener L0022 sii 0.6305,S06217,L0022,0.6305,06217
Scene S06217 listener L0004 sii 0.5554,S06217,L0004,0.5554,06217
Scene S06218 listener L0035 sii 0.5512,S06218,L0035,0.5512,06218
Scene S06218 listener L0061 sii 0.5415,S06218,L0061,0.5415,06218
Scene S06218 listener L0056 sii 0.4647,S06218,L0056,0.4647,06218
Scene S06219 listener L0076 sii 0.6054,S06219,L0076,0.6054,06219
Scene S06219 listener L0049 sii 0.5581,S06219,L0049,0.5581,06219
Scene S06219 listener L0088 sii 0.6753,S06219,L0088,0.6753,06219
Scene S06220 listener L0099 sii 0.6961,S06220,L0099,0.6961,06220
Scene S06220 listener L0055 sii 0.725,S06220,L0055,0.725,06220
Scene S06220 listener L0031 sii 0.6812,S06220,L0031,0.6812,06220
Scene S06221 listener L0093 sii 0.5949,S06221,L0093,0.5949,06221
Scene S06221 listener L0013 sii 0.6127,S06221,L0013,0.6127,06221
Scene S06221 listener L0017 sii 0.6355,S06221,L0017,0.6355,06221
Scene S06222 listener L0085 sii 0.7703,S06222,L0085,0.7703,06222
Scene S06222 listener L0092 sii 0.6218,S06222,L0092,0.6218,06222
Scene S06222 listener L0053 sii 0.6867,S06222,L0053,0.6867,06222
Scene S06223 listener L0027 sii 0.5306,S06223,L0027,0.5306,06223
Scene S06223 listener L0063 sii 0.548,S06223,L0063,0.548,06223
Scene S06223 listener L0024 sii 0.5415,S06223,L0024,0.5415,06223
Scene S06224 listener L0022 sii 0.6435,S06224,L0022,0.6435,06224
Scene S06224 listener L0038 sii 0.5196,S06224,L0038,0.5196,06224
Scene S06224 listener L0054 sii 0.5209,S06224,L0054,0.5209,06224
Scene S06225 listener L0082 sii 0.6073,S06225,L0082,0.6073,06225
Scene S06225 listener L0041 sii 0.6457,S06225,L0041,0.6457,06225
Scene S06225 listener L0040 sii 0.6114,S06225,L0040,0.6114,06225
Scene S06226 listener L0031 sii 0.6501,S06226,L0031,0.6501,06226
Scene S06226 listener L0049 sii 0.5247,S06226,L0049,0.5247,06226
Scene S06226 listener L0062 sii 0.5715,S06226,L0062,0.5715,06226
Scene S06227 listener L0068 sii 0.4827,S06227,L0068,0.4827,06227
Scene S06227 listener L0008 sii 0.4895,S06227,L0008,0.4895,06227
Scene S06227 listener L0022 sii 0.5157,S06227,L0022,0.5157,06227
Scene S06228 listener L0094 sii 0.4028,S06228,L0094,0.4028,06228
Scene S06228 listener L0003 sii 0.4056,S06228,L0003,0.4056,06228
Scene S06228 listener L0065 sii 0.3907,S06228,L0065,0.3907,06228
